feature	id	fc	pval	qval	gene_name
gene	CHS.127433	1.03762945556065	0.851039402868317	0.957753426409704	RPL26P32
gene	CHS.128070	0.747944323447208	0.134511210586297	0.452022057057803	RPSAP5
gene	CHS.128141	1.19693161352418	0.580269498768126	0.842558045064627	IGHV3-16
gene	CHS.128925	0.801620566209791	0.398016836459904	0.726667909635724	RPL7P48
gene	CHS.129083	0.760885675709692	0.194552123604147	0.534421695830751	SNRPGP2
gene	CHS.129136	1.1157041763186	0.869311446653195	0.963117299356353	RPS4XP22
gene	CHS.129152	0.567462506518588	0.239974838913594	0.587086765918446	RPL12P42
gene	CHS.129280	0.769987165392186	0.0173539436911287	0.189380050915607	LOC390956
gene	CHS.129410	0.776781732361418	0.0288956983996049	0.233293250823739	PPIAP21
gene	CHS.129728	1.0767067419371	0.789306985103824	0.937027358166666	KRT18P23
gene	CHS.129888	1.43352212556186	0.61316487578392	0.86037382265695	KRT8P17
gene	CHS.130079	0.700088522533304	0.265677031095504	0.615639758694841	RPL7P56
gene	CHS.130104	0.766675171830119	0.162522971017591	0.491668074723743	RPL19P21
gene	CHS.13658	0.538594850515456	0.0163978438215925	0.184965355311109	ATP5EP2
gene	CHS.22418	0.931118685065885	0.855740793694997	0.958659507425367	CTC-296K1.4
gene	CHS.34659	0.73423352451264	0.274746253302488	0.624524456301588	LOC101928126
gene	CHS.35359	1.24215387305844	0.731787521434345	0.914156446741423	IGLL1
gene	CHS.43594	1.35057106132991	0.449861657525457	0.765709234637875	TSLP
gene	CHS.5032	1.09629845798538	0.792368954693261	0.938582551390638	LOC100130331
gene	CHS.52058	1.29198735218352	0.151136405489232	0.477899872671665	MTRNR2L6
gene	CHS.52453	1.29204851130514	0.151103613604904	0.477899872671665	MTRNR2L6
gene	CHS.58055	0.838788994347796	0.546214097856952	0.826789759219969	SSX8
gene	CHS.58111	1.50779023456594	0.0544702692379118	0.302808406439439	MTRNR2L10
gene	MSTRG.1	1.2412266819703	0.572381918687968	0.838529846848537	RPS6KA1
gene	MSTRG.1000	1.58705632806694	0.1225739853669	0.434306330631207	TMSB4XP1
gene	MSTRG.10004	0.924759837547299	0.724535104221409	0.913025667353385	ETFA
gene	MSTRG.10010	0.58132351795549	0.0780819026064448	0.353502534293354	RCN2
gene	MSTRG.10012	0.803379110938369	0.705142324578467	0.904314730666392	TSPAN3
gene	MSTRG.10015	1.343167731797	0.270921456790555	0.621586036673907	HMG20A
gene	MSTRG.10017	0.600416677917321	0.100516471551988	0.395504489739589	LINGO1
gene	MSTRG.1002	0.831837770903679	0.385232396706196	0.718921354786623	PPIH
gene	MSTRG.10022	2.20345445214946	0.0939351001401809	0.385503577410143	TBC1D2B
gene	MSTRG.10026	1.4218803480914	0.41256988597279	0.737708592868008	IDH3A
gene	MSTRG.10027	1.69827003527325	0.0947037538792355	0.386596072196304	IREB2
gene	MSTRG.1003	1.02374915767718	0.898553865905274	0.971242256804567	YBX1
gene	MSTRG.10032	0.757552408987499	0.185436571766772	0.524391073695348	WDR61
gene	MSTRG.10038	0.752382655383271	0.168593636912432	0.50103731073124	PSMA4
gene	MSTRG.10042	1.13188414886513	0.157810772027183	0.484241849240129	MORF4L1
gene	MSTRG.10043	0.614392795286386	0.052215424206595	0.297828606127435	CTSH
gene	MSTRG.10047	1.39520484185379	0.439215158169452	0.758965455819957	TMED3
gene	MSTRG.10052	0.973656977979778	0.951773464182953	0.986300377709491	MSTRG.10052
gene	MSTRG.10053	0.917828238129635	0.757034554193082	0.923821994962093	ST20-AS1
gene	MSTRG.10054	1.41673972908578	0.268974897964357	0.619093962467742	BCL2A1
gene	MSTRG.10055	1.22595666887763	0.528235567654515	0.816757465808009	ZFAND6
gene	MSTRG.10056	0.810701434357531	0.376184673028301	0.712665053879477	FAH
gene	MSTRG.1007	0.719360153626454	0.247411953816046	0.594652378539988	P3H1
gene	MSTRG.10071	1.00054572878902	0.997578287620208	0.999082837544565	MESDC2
gene	MSTRG.10073	1.17210009672101	0.539118810582373	0.824176718395281	MESDC1
gene	MSTRG.10076	1.890267951993	0.176681330256529	0.513669736172581	STARD5
gene	MSTRG.1008	0.736694500699041	0.34281310930212	0.683931351303759	C1orf50
gene	MSTRG.10082	1.18481038238569	0.746418216127279	0.918699264728818	EFL1
gene	MSTRG.10086	0.683533617863956	0.00778296013957203	0.132762563705143	RPL9P8
gene	MSTRG.10087	0.718181327137679	0.0276389755641939	0.22794235363221	RPS17
gene	MSTRG.10095	1.16399100328959	0.766405936705277	0.928314734275419	HOMER2
gene	MSTRG.10097	1.04580127877891	0.808284496039673	0.944588600884052	FAM103A1
gene	MSTRG.10099	1.26798297587313	0.256982765953656	0.604297913485383	BTBD1
gene	MSTRG.101	6.93049231242999	0.0501126238574215	0.292967266084915	MSTRG.101
gene	MSTRG.1010	0.799670559670442	0.426868364599481	0.748254488677501	SVBP
gene	MSTRG.10121	1.05848845997823	0.605836903897247	0.855546245469059	SEC11A
gene	MSTRG.10124	1.46509153912994	0.527469644950132	0.816230916977268	MSTRG.10124
gene	MSTRG.10125	1.48936878370454	0.233987490965437	0.58083182050131	PDE8A
gene	MSTRG.10128	1.66262150769749	0.176010962608147	0.512041921350747	AKAP13
gene	MSTRG.10131	0.995969078919456	0.988762282924262	0.996805961371916	KLHL25
gene	MSTRG.10133	1.14902511107853	0.383613554297872	0.717787818467792	MRPL46
gene	MSTRG.10134	0.491886035423388	0.272125589626111	0.62222564514299	MSTRG.10134
gene	MSTRG.10136	1.47623065904064	0.44809963041408	0.764932473292736	AEN
gene	MSTRG.10139	1.02493012688854	0.956361073855983	0.988396223478723	ISG20
gene	MSTRG.10141	0.607311836006847	0.157161976093779	0.48416632828563	MFGE8
gene	MSTRG.10143	0.836529249367907	0.590307349651855	0.848666124235036	MSTRG.10143
gene	MSTRG.10145	0.525442480260779	0.0434519130899578	0.278852773358241	ABHD2
gene	MSTRG.10149	0.778839897994903	0.448458257653369	0.76516453011629	FANCI
gene	MSTRG.10150	1.96941453180536	0.164705053976706	0.494975016035975	POLG
gene	MSTRG.1016	1.91416013351193	0.180926520119419	0.519600496484969	MSTRG.1016
gene	MSTRG.10162	2.80921495610483	0.0262970607263057	0.222289324626988	PLIN1
gene	MSTRG.10163	2.02590606484509	0.0690611486333476	0.335061527271694	PEX11A
gene	MSTRG.10165	0.468502750909371	0.0124627506730921	0.163421011958211	MESP1
gene	MSTRG.10168	1.1321498610155	0.706501364497929	0.904314730666392	ANPEP
gene	MSTRG.10169	1.29368675976234	0.485495299176676	0.790937279568893	MSTRG.10169
gene	MSTRG.10175	1.00800372887527	0.971071899618941	0.992551294660099	IDH2
gene	MSTRG.10179	0.609020774650504	0.0460690840839324	0.286080563677623	CIB1
gene	MSTRG.1018	0.747045634049555	0.196882679866687	0.53700823451807	EBNA1BP2
gene	MSTRG.10182	0.709577053895636	0.128560158655622	0.441293094379123	NGRN
gene	MSTRG.10184	2.40745562263584	0.00532093798607525	0.114719024407649	IQGAP1
gene	MSTRG.10188	0.729586520378449	0.284102276474338	0.633398433200824	HSPE1P3
gene	MSTRG.10192	1.22491389432952	0.656629380860068	0.880283383125821	FURIN
gene	MSTRG.10194	1.10459733583295	0.812509780413859	0.946095752173631	MAN2A2
gene	MSTRG.10195	0.390115532815722	0.0180294242589836	0.193514539056734	UNC45A
gene	MSTRG.10198	0.69124689195091	0.196139600823834	0.536203027364334	PRC1
gene	MSTRG.1020	0.938572675822604	0.858143291355181	0.959247950116975	CFAP57
gene	MSTRG.10201	1.11015528812837	0.772764649237947	0.930850836265922	VPS33B
gene	MSTRG.10207	0.721990779787856	0.142857143289768	0.466003716866745	NPM1P5
gene	MSTRG.10208	0.784238205571139	0.535598854525107	0.821945578501908	H2AFVP1
gene	MSTRG.1021	1.42727318734454	0.41552504177938	0.739596937475109	LOC105378685
gene	MSTRG.10212	1.19379691945402	0.446596250113425	0.763877971706412	HMGN1P38
gene	MSTRG.10215	0.58862314787557	0.0179846728474913	0.193511718217913	LINC01578
gene	MSTRG.10216	1.37566554467665	0.614860010337139	0.86180707316916	CHD2
gene	MSTRG.10221	0.597140608364148	0.132335440089167	0.448106122273506	LOC440311
gene	MSTRG.10225	1.7494237320214	0.150611823586549	0.477899872671665	NR2F2
gene	MSTRG.10228	0.757976510658862	0.392129345978864	0.722008778103142	MSTRG.10228
gene	MSTRG.1023	2.61519893605049	0.0387183015292512	0.26725890846554	C1orf210
gene	MSTRG.10232	2.03467897185928	0.204689280639333	0.54728000185802	ARRDC4
gene	MSTRG.10238	0.889130791938524	0.780244897356666	0.932822945558254	LRRC28
gene	MSTRG.10239	0.678922750913913	0.0551763031163127	0.304381781398231	HSP90B2P
gene	MSTRG.1024	0.666330364518294	0.409977666430097	0.737019430905712	TIE1
gene	MSTRG.10241	0.702464316198235	0.422252404062282	0.743452802243051	MEF2A
gene	MSTRG.10243	0.850821633389299	0.647158744102494	0.877073410341614	ADAMTS17
gene	MSTRG.10247	0.462615441336009	0.0153745133418421	0.180251295422229	MSTRG.10247
gene	MSTRG.10254	1.18929894651932	0.356297899267322	0.697391654924291	ALDH1A3
gene	MSTRG.10260	0.988768075998706	0.974803079548195	0.992826243350882	CHSY1
gene	MSTRG.10261	1.19604461329353	0.0862626327459581	0.369874258629064	VIMP
gene	MSTRG.10262	1.14584734635491	0.67045178368462	0.889070650260427	SNRPA1
gene	MSTRG.10263	0.583380401798631	0.137315624059697	0.45677976879494	MSTRG.10263
gene	MSTRG.10264	1.08361188847101	0.869373377867065	0.963117299356353	PCSK6
gene	MSTRG.10267	0.731233402390345	0.268370389530277	0.618196937707498	MSTRG.10267
gene	MSTRG.10268	0.850133111770572	0.677956101086202	0.893387854122079	MSTRG.10268
gene	MSTRG.1027	0.769666871063239	0.329225250559322	0.671334728302633	CDC20
gene	MSTRG.10271	1.20374297721323	0.611989304803057	0.859367455441001	LOC101927505
gene	MSTRG.10272	1.24018148170904	0.251811933130118	0.59981113775734	TM2D3
gene	MSTRG.10278	0.601453263177113	0.0661529540949151	0.330448051122148	WASH3P
gene	MSTRG.1028	0.991390135810229	0.983635935858685	0.995944732645192	ELOVL1
gene	MSTRG.10282	0.681602715124247	0.144449660676005	0.467553637757651	RPL41P2
gene	MSTRG.10284	0.933685174950963	0.744747886004874	0.918017388819498	LOC102723573
gene	MSTRG.10288	1.35539442921076	0.367197054719709	0.705023865481914	B2M
gene	MSTRG.10289	1.97429113878565	0.0310461034542207	0.242327992588774	LOC100419583
gene	MSTRG.1029	1.0002543325869	0.99897169897526	0.999484954152265	MED8
gene	MSTRG.10290	1.03270017295076	0.959126924268293	0.989376245775545	SORD2P
gene	MSTRG.10293	0.683324232254019	0.00782703642280247	0.132762563705143	RPL9P8
gene	MSTRG.10294	0.707920158076856	0.0261316526473878	0.222289324626988	RPS17
gene	MSTRG.10295	0.933685174950963	0.744747886004874	0.918017388819498	LOC102724737
gene	MSTRG.10297	0.701547162800671	0.0639474209400912	0.325475975810464	RPL41P2
gene	MSTRG.10302	1.0387022017347	0.802505034577964	0.941924097580735	HMGN2P5
gene	MSTRG.1031	0.964459903081867	0.898706420046043	0.971247693408254	SZT2
gene	MSTRG.10313	0.831696754520102	0.148712237014472	0.47479549118732	MSTRG.10313
gene	MSTRG.10315	0.770950250122734	0.39570620703944	0.724517423925743	POLR3K
gene	MSTRG.10316	0.600912634100284	0.00782991233872943	0.132762563705143	SNRNP25
gene	MSTRG.10319	0.764325904889985	0.117766974269818	0.426142294340199	MPG
gene	MSTRG.10320	0.935065318212579	0.779087314607606	0.932822945558254	MSTRG.10320
gene	MSTRG.10322	3.00847764961142	0.0295491741500189	0.236413927720061	MSTRG.10322
gene	MSTRG.10324	0.689847020860563	0.0929646058810502	0.382753835995499	FAM234A
gene	MSTRG.10327	1.84046253599142	0.27411681683189	0.624313929215738	AXIN1
gene	MSTRG.10328	0.857389412716344	0.324985840854614	0.668366111890692	MSTRG.10328
gene	MSTRG.10331	0.748498395846285	0.429315296382445	0.750259108568775	NME4
gene	MSTRG.10332	0.792305087779845	0.169699486527472	0.50246256975007	DECR2
gene	MSTRG.10333	0.782143654205541	0.437210994293953	0.757720012574245	RAB11FIP3
gene	MSTRG.10335	0.958526271407805	0.913264117891116	0.975282912093651	CAPN15
gene	MSTRG.10338	1.12382025510577	0.780626929336743	0.932822945558254	PIGQ
gene	MSTRG.1034	0.697665384048532	0.0874672527079354	0.371590583183196	HYI
gene	MSTRG.10342	0.67126184252548	0.0492568355124954	0.290888850113904	C16orf13
gene	MSTRG.10345	0.615622802248481	0.0622079486770361	0.320304165079927	MCRIP2
gene	MSTRG.10349	0.925349182461416	0.671865238370349	0.889817610647398	RHOT2
gene	MSTRG.1035	0.771323817320258	0.33333722418627	0.675147380636932	PTPRF
gene	MSTRG.10350	0.603939556241303	0.0064059481428187	0.123841564011522	STUB1
gene	MSTRG.10351	0.731421428184906	0.114566760424254	0.420255623984717	JMJD8
gene	MSTRG.10352	0.617195926782674	0.0214474585536669	0.205770491940306	WDR24
gene	MSTRG.10356	0.491601884416875	0.0876311275032413	0.372095241688048	METRN
gene	MSTRG.10357	0.575194356621765	0.0428886244969859	0.277091320894388	FAM173A
gene	MSTRG.1036	1.60685323426056	0.138288226552756	0.458161828000541	KDM4A
gene	MSTRG.10360	1.18118262881203	0.574087050934795	0.839403634418631	NARFL
gene	MSTRG.10364	0.983606659729849	0.969307565590526	0.992108274395662	LMF1
gene	MSTRG.10369	0.366130005339966	0.0143172219183125	0.174342429031022	MSTRG.10369
gene	MSTRG.10374	1.8899966361174	0.0865168397671933	0.370059518036479	TPSB2
gene	MSTRG.10379	0.787183083284296	0.286168306084645	0.634109556750051	UBE2I
gene	MSTRG.1038	0.777457632994348	0.432551814669063	0.753399249967462	ST3GAL3
gene	MSTRG.10381	0.201677187301564	0.0396011297764638	0.269434792398721	MSTRG.10381
gene	MSTRG.10383	0.549950785703779	0.000901306435979965	0.0549033915208325	TSR3
gene	MSTRG.10384	0.650901208318392	0.0505842096113233	0.294231161423676	GNPTG
gene	MSTRG.10387	0.619692956621693	0.0247269963914352	0.217979414958586	C16orf91
gene	MSTRG.10388	0.728836059802385	0.00701668419585544	0.128749182262373	CLCN7
gene	MSTRG.10389	0.898920251473034	0.714073193401358	0.90815154007606	TELO2
gene	MSTRG.10391	0.939305109814893	0.750509541756632	0.920707650946646	TMEM204
gene	MSTRG.10394	1.77414787199173	0.117000490087144	0.424929540180849	HN1L
gene	MSTRG.10399	0.503842302198502	0.0168189541162024	0.18656536146702	MRPS34
gene	MSTRG.104	3.56128894427259	0.101435660117163	0.397355819982612	IGKV3-7
gene	MSTRG.10401	1.01920165354897	0.942854727708499	0.98407225357252	SPSB3
gene	MSTRG.10402	0.683170280787668	0.207719733263192	0.551259084954977	NUBP2
gene	MSTRG.10403	2.22326702775304	0.17248100905815	0.5068335521405	IGFALS
gene	MSTRG.10404	0.735424820437009	0.244118447122114	0.591646703665744	HAGH
gene	MSTRG.10406	1.07022144283199	0.795088284319724	0.940063585812852	FAHD1
gene	MSTRG.10409	1.00245798739675	0.995826458824123	0.998689026170917	MSRB1
gene	MSTRG.1041	1.15609269479918	0.483171532594598	0.789379005926155	SHMT1P1
gene	MSTRG.10412	0.664976314866721	0.0969928708603796	0.390527794214294	NDUFB10
gene	MSTRG.10413	0.63997069498764	0.112104183526552	0.415803951334149	RPS2
gene	MSTRG.10414	0.286802541624942	0.0109961874170301	0.153729123436191	SNHG9
gene	MSTRG.10416	0.558928353700898	0.00439546349154507	0.106761542569954	TBL3
gene	MSTRG.10418	0.870927404756415	0.575002346975465	0.839584643076613	GFER
gene	MSTRG.10419	0.764066887485776	0.449614152775549	0.765706570744074	ZNF598
gene	MSTRG.10421	3.41743556897937	0.0164534033200194	0.185169142153845	NPW
gene	MSTRG.10422	1.19973719329101	0.616805581648532	0.863167942326432	SLC9A3R2
gene	MSTRG.10423	0.544688644052675	0.0883897093281906	0.372895098386023	NTHL1
gene	MSTRG.10424	0.564011860388757	0.103561807353139	0.400910251532174	TSC2
gene	MSTRG.10425	1.10706272262551	0.704523717571465	0.904314730666392	PKD1
gene	MSTRG.1043	0.799343692473135	0.578611145033764	0.841447230648909	IPO13
gene	MSTRG.10432	1.55251364893479	0.320759212911045	0.664119387709815	RAB26
gene	MSTRG.10433	0.494500300193886	0.0553336410534839	0.304654635432304	SNHG19
gene	MSTRG.10434	1.16708304654216	0.411868282611513	0.737708592868008	TRAF7
gene	MSTRG.10436	0.909023376700813	0.765006182016993	0.927668748474192	MLST8
gene	MSTRG.10437	0.936794796156085	0.860841656997483	0.959704657404089	PGP
gene	MSTRG.10438	0.614534557106845	0.24952529685949	0.597004310628284	E4F1
gene	MSTRG.1044	0.974800864406962	0.952502948996721	0.986876030579486	DPH2
gene	MSTRG.10440	0.792455583230639	0.295945823779313	0.643069439763495	ECI1
gene	MSTRG.10442	0.93474603425053	0.730889796678834	0.914156446741423	RNPS1
gene	MSTRG.10445	0.367101942682427	0.00681429398413669	0.127990581907795	RPS16P7
gene	MSTRG.10446	0.989130687957497	0.972571427257941	0.992787103129599	CCNF
gene	MSTRG.1045	0.643001893052488	0.157688126803665	0.484188861389176	ATP6V0B
gene	MSTRG.10454	0.960199795314831	0.831892586144449	0.951289168085125	ATP6V0C
gene	MSTRG.10455	0.547810273105923	0.0790884461250867	0.355404090647199	AMDHD2
gene	MSTRG.10457	1.20251945542201	0.631074383978328	0.869606149939256	PDPK1
gene	MSTRG.1046	1.29440445131512	0.346649743859875	0.687324532818444	B4GALT2
gene	MSTRG.10464	1.11885636796062	0.643226806231117	0.876098037164152	KCTD5
gene	MSTRG.10466	0.549281124028155	0.213861896478132	0.558320184615133	SRRM2
gene	MSTRG.10467	0.46248732146422	0.00309271636800768	0.0926205284810278	TCEB2
gene	MSTRG.10471	0.804177897803024	0.488317384769491	0.791719201640775	FLYWCH2
gene	MSTRG.10472	0.687547030160744	0.351378885635427	0.692709779164498	FLYWCH1
gene	MSTRG.10476	0.949927525567557	0.868562410985674	0.962931743732835	PAQR4
gene	MSTRG.10477	0.883988657174357	0.291215709967522	0.638929243217034	PKMYT1
gene	MSTRG.10482	0.995637315985703	0.992228289081795	0.997280369397279	MSTRG.10482
gene	MSTRG.10483	0.63519612586806	0.313907361435189	0.657209705132101	MSTRG.10483
gene	MSTRG.10488	0.518704972143522	0.231013221533158	0.577000050428301	IL32
gene	MSTRG.10489	0.715183561430074	0.62446717319506	0.866614353208298	MSTRG.10489
gene	MSTRG.1049	0.98636126164538	0.961554080321178	0.989663161696561	SLC6A9
gene	MSTRG.10494	0.730204203449927	0.429887060797248	0.750574724136899	ZNF205
gene	MSTRG.105	4.24117239258139	0.114535476543962	0.420255623984717	IGKV1-8
gene	MSTRG.10504	0.869426402388448	0.549228178254279	0.828392528734524	TIGD7
gene	MSTRG.10512	0.682744812249006	0.218951926909895	0.563858005889827	NAA60
gene	MSTRG.10523	0.607126894763808	0.123803159123396	0.435619491180593	TRAP1
gene	MSTRG.10526	1.10261512014028	0.84163247406961	0.955404720367129	MSTRG.10526
gene	MSTRG.10529	2.14870623802103	0.0759408087686666	0.349740487668487	ADCY9
gene	MSTRG.10530	0.85475377502635	0.595005168364425	0.850440037663516	TFAP4
gene	MSTRG.10534	0.73443108247955	0.239407729767059	0.586634762699882	VASN
gene	MSTRG.10535	1.73475722758742	0.0206038312904142	0.202572083387309	DNAJA3
gene	MSTRG.10536	0.691840601375889	0.338980072839256	0.680501757384195	NMRAL1
gene	MSTRG.10537	1.77131461757163	0.181149020647002	0.519600496484969	HMOX2
gene	MSTRG.10538	0.952392593523952	0.830128922763191	0.950648350449279	CDIP1
gene	MSTRG.1054	0.656184273295287	0.0297525676272041	0.237480948849315	LOC100129492
gene	MSTRG.10541	0.725383774001806	0.125137537491168	0.437772248294078	MSTRG.10541
gene	MSTRG.10542	1.53136837639657	0.416454861914126	0.74014276400391	UBALD1
gene	MSTRG.10543	1.36217764288037	0.458780712595713	0.7721475494536	MGRN1
gene	MSTRG.10546	1.03519909404601	0.919689201790357	0.977870500573733	NUDT16L1
gene	MSTRG.1055	0.319064657632393	0.0230831666202667	0.21158956791332	MSTRG.1055
gene	MSTRG.10553	0.969545974026788	0.874941597110079	0.963994111614803	ROGDI
gene	MSTRG.10554	1.17020217749292	0.507393830620106	0.804557019558619	GLYR1
gene	MSTRG.10555	1.12345053738426	0.719856483707636	0.911337991744669	UBN1
gene	MSTRG.10556	1.5107796318451	0.282445767575721	0.631360286775566	PPL
gene	MSTRG.10558	1.25663304199204	0.694187347378623	0.900301587872939	MSTRG.10558
gene	MSTRG.10559	0.458406391661705	0.135695661371789	0.453655592035172	NAGPA
gene	MSTRG.1056	0.496627356159161	0.0200033466231249	0.201346539044792	ERI3
gene	MSTRG.10562	0.594348985078997	0.0103419393727435	0.149983044234348	ALG1
gene	MSTRG.10563	0.595314162769291	0.0523879583775896	0.298290091395247	EEF2KMT
gene	MSTRG.10569	1.62117025125834	0.168174255888578	0.500607944416617	ABAT
gene	MSTRG.1057	1.18647918409548	0.576218511561421	0.839998738095301	RNF220
gene	MSTRG.10573	0.773897216588465	0.257530537975152	0.605091649736312	TMEM186
gene	MSTRG.10574	1.28155740809379	0.406581604899544	0.73419451635453	PMM2
gene	MSTRG.10575	0.659730431738357	0.257780376058006	0.605306532380601	CARHSP1
gene	MSTRG.10578	1.12478181280954	0.57289457925205	0.838748736698592	USP7
gene	MSTRG.10580	1.20090642584667	0.248221957326157	0.595618881762411	C16orf72
gene	MSTRG.10581	0.743025099305641	0.00631337028525669	0.123615360704354	RPL21P119
gene	MSTRG.10583	0.468326116270121	0.113547764234439	0.418369852509475	ATF7IP2
gene	MSTRG.10587	0.906540147387686	0.74088971722879	0.916905368970069	EMP2
gene	MSTRG.1059	0.808742835122423	0.489823314835273	0.792852359328136	MSTRG.1059
gene	MSTRG.10596	0.61633026460512	0.0689935526531851	0.335061527271694	DEXI
gene	MSTRG.10599	0.547802972102352	0.253793538097934	0.601687948107074	MSTRG.10599
gene	MSTRG.106	6.52018373703872	0.0754325035316767	0.348776872755098	IGKV1-9
gene	MSTRG.10600	1.06098404657101	0.857674875799623	0.959181227516348	RMI2
gene	MSTRG.10601	1.61035110398237	0.315485247272508	0.658839407191799	SOCS1
gene	MSTRG.10611	1.40045077288604	0.24665779262732	0.593845915206678	LITAF
gene	MSTRG.10613	1.47064497164561	0.0345637389044668	0.255084824363543	SNN
gene	MSTRG.10614	0.828024802496953	0.297505499266089	0.643290515650835	TXNDC11
gene	MSTRG.10617	0.696066085444886	0.175208850053121	0.510807670463808	ZC3H7A
gene	MSTRG.10619	0.917846198227208	0.678709577479681	0.893741663676491	RSL1D1
gene	MSTRG.1062	0.904236213115526	0.737500172327981	0.915059756871651	KIF2C
gene	MSTRG.10622	1.1435058778247	0.485095724692001	0.790727322437916	GSPT1
gene	MSTRG.10623	0.227363079045155	0.171978141809197	0.506672040369964	COX6CP1
gene	MSTRG.1063	0.764325150527383	0.207637847132198	0.551259084954977	RPS8
gene	MSTRG.10636	0.841247793530657	0.354121930804293	0.695023148542417	CPPED1
gene	MSTRG.1064	0.75771141761474	0.276593009754175	0.625807645690263	RPS15AP11
gene	MSTRG.10640	0.893963066368389	0.749968700129066	0.920707650946646	U91319.1
gene	MSTRG.10649	1.15642937872591	0.45335046984529	0.76770428260739	PARN
gene	MSTRG.10651	0.684292097770654	0.0878495681577558	0.372116290728566	BFAR
gene	MSTRG.10652	0.513830980166113	0.0116275396530594	0.157479127670257	ABCC6P2
gene	MSTRG.10653	0.824790655874018	0.430989177879641	0.751814909837623	NOMO1
gene	MSTRG.10655	1.09996342906846	0.653429169053025	0.879257833486147	LOC728138
gene	MSTRG.10657	1.64489571500018	0.328695804094959	0.671233414737059	NTAN1
gene	MSTRG.10658	1.30003834991008	0.545528634803746	0.826186684095703	RRN3
gene	MSTRG.10666	0.832439362824569	0.568513645843918	0.837362003421785	C16orf45
gene	MSTRG.10671	1.16906842611357	0.407801581893919	0.735381545071915	FOPNL
gene	MSTRG.10673	0.94896013117679	0.856256129490841	0.958863614320402	ABCC6
gene	MSTRG.10675	0.797698412236456	0.399776861271638	0.728568031077137	NOMO3
gene	MSTRG.10687	0.597410017913656	0.236291229601157	0.58397533079127	RPL7P47
gene	MSTRG.10696	0.582409006388788	0.0423698338606553	0.276157062344054	MSTRG.10696
gene	MSTRG.10699	0.729566850387	0.323262201180982	0.666735528877937	NOMO2
gene	MSTRG.107	11.2439781712052	0.0467276675685284	0.28722671474451	MSTRG.107
gene	MSTRG.1070	0.21005210645119	0.00114158014964394	0.0614159451535078	MSTRG.1070
gene	MSTRG.10700	1.17978506995058	0.591027126529299	0.848666124235036	ABCC6P1
gene	MSTRG.10701	0.832912131741751	0.46705411850498	0.777566282632272	RPS15A
gene	MSTRG.10702	1.80457177666607	0.0144771317949863	0.174711968926287	ARL6IP1
gene	MSTRG.10704	0.88006246931925	0.733732090689472	0.914156446741423	SMG1
gene	MSTRG.1071	0.955296758770942	0.783108979441485	0.933565386760256	EIF2B3
gene	MSTRG.10711	1.5113017983971	0.136174287238227	0.454286143833607	ITPRIPL2
gene	MSTRG.10719	1.30928337981683	0.0777182702022259	0.352757589259838	GDE1
gene	MSTRG.10721	1.06815317912611	0.686293016415431	0.897160383557495	C16orf62
gene	MSTRG.10724	0.74857787277032	0.203254101654565	0.545342454520859	KNOP1
gene	MSTRG.10728	0.532556467741274	0.10930519733521	0.411386314782699	GP2
gene	MSTRG.10729	1.51810823556747	0.264379941803704	0.614119325202538	ACSM5
gene	MSTRG.1073	0.715971830580819	0.0216578314480671	0.207270667881626	LOC128192
